code,rose_3y,rank_3y,rank_r_3y,name,rose_2y,rank_2y,rank_r_2y,rose_1y,rank_1y,rank_r_1y,rose_6m,rank_6m,rank_r_6m,rose_3m,rank_3m,rank_r_3m
007465,105.72,282,0.03718844784386127,交银创业板50指数C,105.72,281,0.03705657391533694,105.72,281,0.03705657391533694,105.72,282,0.03718844784386127,105.72,282,0.03718844784386127
007467,21.36,3960,0.5222207569563497,华泰柏瑞中证红利低波ETF联接C,21.36,3960,0.5222207569563497,21.36,3960,0.5222207569563497,21.36,3960,0.5222207569563497,21.36,3960,0.5222207569563497
007469,59.62,1565,0.2063826981405776,中信建投精选混合C,59.62,1562,0.20598707635500463,59.62,1562,0.20598707635500463,59.62,1565,0.2063826981405776,59.62,1565,0.2063826981405776
007471,44.57,2502,0.3299485691678755,博道叁佰智航股票C,44.57,2501,0.3298166952393512,44.57,2501,0.3298166952393512,44.57,2502,0.3299485691678755,44.57,2502,0.3299485691678755
007473,61.11,1485,0.19583278385863115,华夏创业板价值ETF联接C,61.11,1483,0.19556903600158249,61.11,1483,0.19556903600158249,61.11,1485,0.19583278385863115,61.11,1485,0.19583278385863115
007475,64.37,1333,0.17578794672293288,华夏创业板成长ETF联接C,64.37,1331,0.17552419886588422,64.37,1331,0.17552419886588422,64.37,1333,0.17578794672293288,64.37,1333,0.17578794672293288
007479,59.3,1577,0.20796518528286959,光大保德信量化股票C,59.3,1574,0.20756956349729658,59.3,1574,0.20756956349729658,59.3,1577,0.20796518528286959,59.3,1577,0.20796518528286959
007486,2.49,5537,0.7301859422392193,博时中债3-5年国开行C,2.49,5536,0.730054068310695,2.49,5536,0.730054068310695,2.49,5537,0.7301859422392193,2.49,5537,0.7301859422392193
007491,79.33,819,0.10800474746142688,南方信息创新混合C,79.33,812,0.10708162996175656,79.33,812,0.10708162996175656,79.33,819,0.10800474746142688,79.33,819,0.10800474746142688
007494,41.7,2725,0.3593564552288013,朱雀产业臻选混合C,41.7,2725,0.3593564552288013,41.7,2725,0.3593564552288013,41.7,2725,0.3593564552288013,41.7,2725,0.3593564552288013
007495,1.7,6109,0.8056178293551365,兴业中债1-3政策性金融债C,1.7,6108,0.8054859554266122,1.7,6108,0.8054859554266122,1.7,6109,0.8056178293551365,1.7,6109,0.8056178293551365
007499,60.42,1525,0.20110774099960438,光大风格轮动混合C,60.42,1523,0.20084399314255572,60.42,1523,0.20084399314255572,60.42,1525,0.20110774099960438,60.42,1525,0.20110774099960438
007501,71.45,1084,0.14295133852037453,万家科创主题灵活配置混合(LOF)C,70.43,1110,0.14638006066200712,70.43,1110,0.14638006066200712,71.45,1084,0.14295133852037453,71.45,1084,0.14295133852037453
007502,25.18,3774,0.4976922062508242,前海开源裕和混合C,25.18,3770,0.4971647105367269,25.18,3770,0.4971647105367269,25.18,3774,0.4976922062508242,25.18,3774,0.4976922062508242
007506,52.61,1969,0.2596597652644072,华夏AH经济蓝筹股票C,52.61,1968,0.2595278913358829,52.61,1968,0.2595278913358829,52.61,1969,0.2596597652644072,52.61,1969,0.2596597652644072
007508,2.05,5766,0.760385071871291,大成中债3-5年国开债C,2.05,5766,0.760385071871291,2.05,5766,0.760385071871291,2.05,5766,0.760385071871291,2.05,5766,0.760385071871291
007509,167.91,17,0.002241856784913623,华商润丰灵活配置混合C,167.91,17,0.002241856784913623,167.91,17,0.002241856784913623,167.91,17,0.002241856784913623,167.91,17,0.002241856784913623
007511,1.66,6139,0.8095740472108665,南方泰元债券C,1.66,6139,0.8095740472108665,1.66,6139,0.8095740472108665,1.66,6139,0.8095740472108665,1.66,6139,0.8095740472108665
007512,56.95,1704,0.22471317420545958,工银沪港深股票C,56.95,1700,0.22418567849136226,56.95,1700,0.22418567849136226,56.95,1704,0.22471317420545958,56.95,1704,0.22471317420545958
007519,121.51,150,0.019781089278649612,东方阿尔法优选混合C,121.51,150,0.019781089278649612,121.51,150,0.019781089278649612,121.51,150,0.019781089278649612,121.51,150,0.019781089278649612
007524,30.97,3466,0.45707503626533036,汇添富内需增长股票C,30.97,3466,0.45707503626533036,30.97,3466,0.45707503626533036,30.97,3466,0.45707503626533036,30.97,3466,0.45707503626533036
007528,60.49,1523,0.20084399314255572,融通量化多策略混合C,60.49,1521,0.20058024528550705,60.49,1521,0.20058024528550705,60.49,1523,0.20084399314255572,60.49,1523,0.20084399314255572
007530,1.84,5980,0.7886060925754979,嘉实汇鑫中短债C,1.84,5974,0.7878148490043518,1.84,5974,0.7878148490043518,1.84,5980,0.7886060925754979,1.84,5980,0.7886060925754979
007531,52.69,1965,0.2591322695503099,华宝券商ETF联接C,52.69,1965,0.2591322695503099,52.69,1965,0.2591322695503099,52.69,1965,0.2591322695503099,52.69,1965,0.2591322695503099
007534,77.31,872,0.1149940656732164,格林创新成长混合C,77.31,870,0.11473031781616774,77.31,870,0.11473031781616774,77.31,872,0.1149940656732164,77.31,872,0.1149940656732164
007539,42.36,2678,0.35315838058815774,永赢沪深300ETF发起联接C,42.36,2678,0.35315838058815774,42.36,2678,0.35315838058815774,42.36,2678,0.35315838058815774,42.36,2678,0.35315838058815774
007543,1.97,5831,0.7689568772253725,永赢开泰中高等级中短债C,1.97,5830,0.7688250032968482,1.97,5830,0.7688250032968482,1.97,5831,0.7689568772253725,1.97,5831,0.7689568772253725
007550,90.54,551,0.07266253461690624,东兴未来价值混合C,90.54,550,0.0725306606883819,90.54,550,0.0725306606883819,90.54,551,0.07266253461690624,90.54,551,0.07266253461690624
007553,54.66,1837,0.24225240669919557,中信建投医改混合C,54.66,1837,0.24225240669919557,54.66,1837,0.24225240669919557,54.66,1837,0.24225240669919557,54.66,1837,0.24225240669919557
007556,2.14,5708,0.7527363840168798,中航瑞明纯债C,2.14,5708,0.7527363840168798,2.14,5708,0.7527363840168798,2.14,5708,0.7527363840168798,2.14,5708,0.7527363840168798
007558,2.09,5731,0.7557694843729394,中加优选中高等级债券C,2.09,5731,0.7557694843729394,2.09,5731,0.7557694843729394,2.09,5731,0.7557694843729394,2.09,5731,0.7557694843729394
007561,2.92,5439,0.717262297243835,国联恒鑫纯债C,2.92,5439,0.717262297243835,2.92,5439,0.717262297243835,2.92,5439,0.717262297243835,2.92,5439,0.717262297243835
007565,2.25,5654,0.745615191876566,鹏扬淳明债券C,2.25,5654,0.745615191876566,2.25,5654,0.745615191876566,2.25,5654,0.745615191876566,2.25,5654,0.745615191876566
007569,7.09,4918,0.6485559804826586,南方安福混合C,7.09,4919,0.6486878544111829,7.09,4919,0.6486878544111829,7.09,4918,0.6485559804826586,7.09,4918,0.6485559804826586
007570,16.23,4186,0.5520242648028485,方正富邦红利精选混合C,16.23,4187,0.5521561387313728,16.23,4187,0.5521561387313728,16.23,4186,0.5520242648028485,16.23,4186,0.5520242648028485
007571,46.72,2340,0.3085849927469339,南方上证380ETF联接C,46.72,2337,0.30818937096136095,46.72,2337,0.30818937096136095,46.72,2340,0.3085849927469339,46.72,2340,0.3085849927469339
007574,11.92,4472,0.5897402083608071,宝盈新价值混合C,11.92,4473,0.5898720822893314,11.92,4473,0.5898720822893314,11.92,4472,0.5897402083608071,11.92,4472,0.5897402083608071
007575,0.39,6569,0.8662798364763287,宝盈祥泰混合C,0.39,6569,0.8662798364763287,0.39,6569,0.8662798364763287,0.39,6569,0.8662798364763287,0.39,6569,0.8662798364763287
007577,4.47,5222,0.6886456547540551,宝盈祥瑞混合C,4.47,5222,0.6886456547540551,4.47,5222,0.6886456547540551,4.47,5222,0.6886456547540551,4.47,5222,0.6886456547540551
007578,81.9,741,0.09771858103652908,宝盈新锐混合C,81.9,740,0.09758670710800475,81.9,740,0.09758670710800475,81.9,741,0.09771858103652908,81.9,741,0.09771858103652908
007579,67.84,1207,0.1591718317288672,宝盈先进制造混合C,67.84,1203,0.15864433601476988,67.84,1203,0.15864433601476988,67.84,1207,0.1591718317288672,67.84,1207,0.1591718317288672
007580,44.57,2501,0.3298166952393512,宝盈中证A100指数增强C,44.57,2500,0.3296848213108268,44.57,2500,0.3296848213108268,44.57,2501,0.3298166952393512,44.57,2501,0.3298166952393512
007581,37.78,3033,0.39997362521429514,宝盈鸿利收益灵活配置混合C,37.78,3031,0.39970987735724645,37.78,3031,0.39970987735724645,37.78,3033,0.39997362521429514,37.78,3033,0.39997362521429514
007583,1.68,6121,0.8072003164974284,中泰青月中短债C,1.68,6120,0.8070684425689041,1.68,6120,0.8070684425689041,1.68,6121,0.8072003164974284,1.68,6121,0.8072003164974284
007594,50.25,2129,0.2807595938283001,鹏扬中证500质量成长ETF联接C,50.25,2127,0.2804958459712515,50.25,2127,0.2804958459712515,50.25,2129,0.2807595938283001,50.25,2129,0.2807595938283001
007604,1.58,6216,0.8197283397072399,景顺长城中短债C,1.58,6213,0.8193327179216668,1.58,6213,0.8193327179216668,1.58,6216,0.8197283397072399,1.58,6216,0.8197283397072399
007606,15.61,4217,0.5561123565871028,嘉实沪深300红利低波动ETF联接C,15.61,4218,0.5562442305156271,15.61,4218,0.5562442305156271,15.61,4217,0.5561123565871028,15.61,4217,0.5561123565871028
007610,15.46,4229,0.5576948437293947,汇安嘉诚债券C,15.46,4230,0.557826717657919,15.46,4230,0.557826717657919,15.46,4229,0.5576948437293947,15.46,4229,0.5576948437293947
007632,34.32,3268,0.4309639984175129,华润元大安鑫灵活配置混合C,34.32,3268,0.4309639984175129,34.32,3268,0.4309639984175129,34.32,3268,0.4309639984175129,34.32,3268,0.4309639984175129
007636,2.26,5646,0.7445602004483713,银河天盈中短债C,2.26,5646,0.7445602004483713,2.26,5646,0.7445602004483713,2.26,5646,0.7445602004483713,2.26,5646,0.7445602004483713
007637,1.69,6114,0.8062771989977582,兴银鑫日享短债C,1.69,6113,0.8061453250692339,1.69,6113,0.8061453250692339,1.69,6114,0.8062771989977582,1.69,6114,0.8062771989977582
007656,1.88,5931,0.7821442700778056,南方定元中短债债券C,1.88,5930,0.7820123961492813,1.88,5930,0.7820123961492813,1.88,5931,0.7821442700778056,1.88,5931,0.7821442700778056
007658,56.58,1728,0.2278781484900435,东方红中证竞争力指数C,56.58,1724,0.22735065277594618,56.58,1724,0.22735065277594618,56.58,1728,0.2278781484900435,56.58,1728,0.2278781484900435
007663,47.01,2320,0.30594751417644733,平安安享灵活配置混合C,47.01,2316,0.30542001846235,47.01,2316,0.30542001846235,47.01,2320,0.30594751417644733,47.01,2320,0.30594751417644733
007665,96.94,419,0.05525517605169458,永赢创业板指数发起式C,96.94,418,0.05512330212317025,96.94,418,0.05512330212317025,96.94,419,0.05525517605169458,96.94,419,0.05525517605169458
007667,6.85,4945,0.6521165765528155,华夏鼎泓债券C,6.85,4945,0.6521165765528155,6.85,4945,0.6521165765528155,6.85,4945,0.6521165765528155,6.85,4945,0.6521165765528155
007669,24.9,3790,0.4998021891072135,太平睿盈混合C,24.9,3788,0.49953844125016483,24.9,3788,0.49953844125016483,24.9,3790,0.4998021891072135,24.9,3790,0.4998021891072135
007672,23.56,3858,0.508769616246868,建信中证红利潜力指数C,23.56,3858,0.508769616246868,23.56,3858,0.508769616246868,23.56,3858,0.508769616246868,23.56,3858,0.508769616246868
007675,76.87,891,0.11749967031517869,工银产业升级股票C,76.87,888,0.1171040485296057,76.87,888,0.1171040485296057,76.87,891,0.11749967031517869,76.87,891,0.11749967031517869
007677,2.29,5634,0.7429777133060794,蜂巢添汇纯债C,2.29,5633,0.7428458393775551,2.29,5633,0.7428458393775551,2.29,5634,0.7429777133060794,2.29,5634,0.7429777133060794
007684,20.31,4011,0.5289463273110906,华商转债精选债券C,20.31,4012,0.5290782012396149,20.31,4012,0.5290782012396149,20.31,4011,0.5289463273110906,20.31,4011,0.5289463273110906
007687,21.05,3975,0.5241988658842147,东方成长收益灵活配置混合C,21.05,3974,0.5240669919556904,21.05,3974,0.5240669919556904,21.05,3975,0.5241988658842147,21.05,3975,0.5241988658842147
007690,82.78,714,0.09415798496637215,国投瑞银新能源混合C,82.78,714,0.09415798496637215,82.78,714,0.09415798496637215,82.78,714,0.09415798496637215,82.78,714,0.09415798496637215
007707,1.09,6483,0.8549386786232361,南方聪元债券C,1.09,6482,0.8548068046947118,1.09,6482,0.8548068046947118,1.09,6483,0.8549386786232361,1.09,6483,0.8549386786232361
007715,0.49,6558,0.864829223262561,南方贺元利率债债券C,0.49,6558,0.864829223262561,0.49,6558,0.864829223262561,0.49,6558,0.864829223262561,0.49,6558,0.864829223262561
007722,15.56,4222,0.5567717262297244,天弘标普500发起(QDII-FOF)C,15.56,4223,0.5569036001582487,15.56,4223,0.5569036001582487,15.56,4222,0.5567717262297244,15.56,4222,0.5567717262297244
007726,11.26,4523,0.596465778715548,招商瑞文混合C,11.26,4524,0.5965976526440723,11.26,4524,0.5965976526440723,11.26,4523,0.596465778715548,11.26,4523,0.596465778715548
007732,62.88,1407,0.18554661743373335,民生加银持续成长混合C,62.88,1405,0.1852828695766847,62.88,1405,0.1852828695766847,62.88,1407,0.18554661743373335,62.88,1407,0.18554661743373335
007734,45.68,2414,0.3183436634577344,南方智锐混合C,45.68,2412,0.31807991560068577,45.68,2412,0.31807991560068577,45.68,2414,0.3183436634577344,45.68,2414,0.3183436634577344
007741,2.38,5590,0.7371752604510088,天弘信益债券C,2.38,5588,0.7369115125939601,2.38,5588,0.7369115125939601,2.38,5590,0.7371752604510088,2.38,5590,0.7371752604510088
007745,1.92,5883,0.7758143215086377,长盛安逸纯债债券C,1.92,5882,0.7756824475801134,1.92,5882,0.7756824475801134,1.92,5883,0.7758143215086377,1.92,5883,0.7758143215086377
007749,9.94,4633,0.6109719108532243,民生加银鹏程混合C,9.94,4632,0.6108400369247,9.94,4632,0.6108400369247,9.94,4633,0.6109719108532243,9.94,4633,0.6109719108532243
007753,5.73,5081,0.6700514308321245,中银招利债券C,5.73,5080,0.6699195569036002,5.73,5080,0.6699195569036002,5.73,5081,0.6700514308321245,5.73,5081,0.6700514308321245
007755,1.94,5863,0.7731768429381511,上银慧永利中短期债券C,1.93,5869,0.7739680865092972,1.93,5869,0.7739680865092972,1.94,5863,0.7731768429381511,1.94,5863,0.7731768429381511
007760,30.91,3472,0.4578662798364763,景顺长城沪港深红利成长低波指数C,30.91,3472,0.4578662798364763,30.91,3472,0.4578662798364763,30.91,3472,0.4578662798364763,30.91,3472,0.4578662798364763
007766,0.84,6525,0.860477383621258,前海开源1-3年国开债C,0.84,6524,0.8603455096927337,0.84,6524,0.8603455096927337,0.84,6525,0.860477383621258,0.84,6525,0.860477383621258
007771,130.83,105,0.013846762495054728,同泰开泰混合C,130.83,106,0.013978636423579058,130.83,106,0.013978636423579058,130.83,105,0.013846762495054728,130.83,105,0.013846762495054728
007776,57.65,1668,0.21996571277858368,汇安量化先锋混合C,57.65,1665,0.21957009099301067,57.65,1665,0.21957009099301067,57.65,1668,0.21996571277858368,57.65,1668,0.21996571277858368
007785,21.22,3968,0.5232757483845444,广发央企创新驱动ETF联接C,21.22,3967,0.5231438744560201,21.22,3967,0.5231438744560201,21.22,3968,0.5232757483845444,21.22,3968,0.5232757483845444
007787,27.84,3642,0.4802848476856126,富国中证国企一带一路ETF联接C,27.84,3640,0.4800210998285639,27.84,3640,0.4800210998285639,27.84,3642,0.4802848476856126,27.84,3642,0.4802848476856126
007789,30.11,3515,0.46353685876302253,易方达中证国企带路发起式联接C,30.11,3516,0.4636687326915469,30.11,3516,0.4636687326915469,30.11,3515,0.46353685876302253,30.11,3515,0.46353685876302253
007791,1.67,6135,0.8090465514967691,南方梦元短债C,1.67,6135,0.8090465514967691,1.67,6135,0.8090465514967691,1.67,6135,0.8090465514967691,1.67,6135,0.8090465514967691
007793,22.99,3879,0.5115389687458789,嘉实央企创新驱动ETF联接C,22.99,3877,0.5112752208888303,22.99,3877,0.5112752208888303,22.99,3879,0.5115389687458789,22.99,3879,0.5115389687458789
007794,53.41,1914,0.252406699195569,申万菱信中证500指数优选增强C,53.41,1913,0.2522748252670447,53.41,1913,0.2522748252670447,53.41,1914,0.252406699195569,53.41,1914,0.252406699195569
007795,37.07,3102,0.40907292628247394,申万菱信中证500指数增强C,37.07,3102,0.40907292628247394,37.07,3102,0.40907292628247394,37.07,3102,0.40907292628247394,37.07,3102,0.40907292628247394
007797,23.21,3873,0.510747725174733,博时央创ETF联接C,23.21,3871,0.5104839773176842,23.21,3871,0.5104839773176842,23.21,3873,0.510747725174733,23.21,3873,0.510747725174733
007799,53.4,1916,0.2526704470526177,申万菱信中小企业100指数(LOF)C,53.4,1916,0.2526704470526177,53.4,1916,0.2526704470526177,53.4,1916,0.2526704470526177,53.4,1916,0.2526704470526177
007800,25.16,3776,0.49795595410787286,申万菱信沪深300价值指数C,25.16,3772,0.49742845839377553,25.16,3772,0.49742845839377553,25.16,3776,0.49795595410787286,25.16,3776,0.49795595410787286
007801,20.57,3999,0.5273638401687987,大成中证红利指数C,20.57,3999,0.5273638401687987,20.57,3999,0.5273638401687987,20.57,3999,0.5273638401687987,20.57,3999,0.5273638401687987
007803,56.28,1746,0.23025187920348147,兴全合泰混合C,56.28,1742,0.22972438348938415,56.28,1742,0.22972438348938415,56.28,1746,0.23025187920348147,56.28,1746,0.23025187920348147
007804,45.9,2397,0.3161018066728208,申万菱信沪深300指数增强C,45.9,2395,0.31583805881577215,45.9,2395,0.31583805881577215,45.9,2397,0.3161018066728208,45.9,2397,0.3161018066728208
007807,49.2,2182,0.2877489120400897,建信MSCI中国A股指数增强C,49.2,2182,0.2877489120400897,49.2,2182,0.2877489120400897,49.2,2182,0.2877489120400897,49.2,2182,0.2877489120400897
007810,22.32,3910,0.5156270605301332,富国中证央企创新驱动ETF联接C,22.32,3910,0.5156270605301332,22.32,3910,0.5156270605301332,22.32,3910,0.5156270605301332,22.32,3910,0.5156270605301332
007812,43.37,2592,0.34181722273506526,淳厚信泽混合C,41.26,2763,0.36436766451272584,41.26,2763,0.36436766451272584,43.37,2592,0.34181722273506526,43.37,2592,0.34181722273506526
007816,85.14,667,0.0879599103257286,嘉实新兴科技100ETF联接C,85.14,664,0.0875642885401556,85.14,664,0.0875642885401556,85.14,667,0.0879599103257286,85.14,667,0.0879599103257286
007818,139.7,66,0.008703679282605828,国泰中证全指通信设备ETF联接C,139.7,66,0.008703679282605828,139.7,66,0.008703679282605828,139.7,66,0.008703679282605828,139.7,66,0.008703679282605828
007824,1.39,6376,0.8408281682711328,天弘弘择短债C,1.39,6373,0.8404325464855598,1.39,6373,0.8404325464855598,1.39,6376,0.8408281682711328,1.39,6376,0.8408281682711328
007826,51.52,2051,0.27047342740340236,博道志远混合C,51.52,2050,0.27034155347487804,51.52,2050,0.27034155347487804,51.52,2051,0.27047342740340236,51.52,2051,0.27047342740340236
007827,54.74,1832,0.24159303705657392,华润元大量化优选混合C,54.74,1831,0.24146116312804958,54.74,1831,0.24146116312804958,54.74,1832,0.24159303705657392,54.74,1832,0.24159303705657392
007832,76.11,921,0.1214558881709086,博道伍佰智航股票C,76.11,916,0.12079651852828696,76.11,916,0.12079651852828696,76.11,921,0.1214558881709086,76.11,921,0.1214558881709086
007834,11.44,4502,0.593696426216537,长盛稳怡添利债券C,11.44,4504,0.5939601740735857,11.44,4504,0.5939601740735857,11.44,4502,0.593696426216537,11.44,4502,0.593696426216537
007838,6.52,4989,0.657919029407886,国寿安保尊耀纯债C,6.52,4989,0.657919029407886,6.52,4989,0.657919029407886,6.52,4989,0.657919029407886,6.52,4989,0.657919029407886
007840,52.4,1988,0.2621653699063695,汇添富中证长三角ETF联接C,52.4,1987,0.2620334959778452,52.4,1987,0.2620334959778452,52.4,1988,0.2621653699063695,52.4,1988,0.2621653699063695
007843,49.5,2160,0.2848476856125544,南华中证杭州湾区ETF联接C,49.5,2160,0.2848476856125544,49.5,2160,0.2848476856125544,49.5,2160,0.2848476856125544,49.5,2160,0.2848476856125544
007844,1.28,6422,0.846894368983252,华宝标普油气上游股票人民币C,1.28,6419,0.846498747197679,1.28,6419,0.846498747197679,1.28,6422,0.846894368983252,1.28,6422,0.846894368983252
007845,1.38,6381,0.8414875379137544,博时季季享持有期C,1.38,6378,0.8410919161281815,1.38,6378,0.8410919161281815,1.38,6381,0.8414875379137544,1.38,6381,0.8414875379137544
007848,10.73,4558,0.6010813662138995,广发聚宝混合C,10.73,4559,0.6012132401424238,10.73,4559,0.6012132401424238,10.73,4558,0.6010813662138995,10.73,4558,0.6010813662138995
007851,42.55,2662,0.35104839773176844,方正富邦天睿混合C,42.55,2663,0.35118027166029275,42.55,2663,0.35118027166029275,42.55,2662,0.35104839773176844,42.55,2662,0.35104839773176844
007857,50.86,2096,0.27640775418699726,易方达中证800ETF联接C,50.86,2092,0.27588025847289993,50.86,2092,0.27588025847289993,50.86,2096,0.27640775418699726,50.86,2096,0.27640775418699726
007860,2.54,5522,0.7282078333113543,平安5-10年期政策性金融债C,2.54,5522,0.7282078333113543,2.54,5522,0.7282078333113543,2.54,5522,0.7282078333113543,2.54,5522,0.7282078333113543
007862,31.7,3432,0.4525913226955031,金元顺安医疗健康混合C,31.7,3431,0.45245944876697874,31.7,3431,0.45245944876697874,31.7,3432,0.4525913226955031,31.7,3432,0.4525913226955031
007863,87.53,615,0.0811024660424634,长信利泰灵活配置混合C,87.53,614,0.08097059211393907,87.53,614,0.08097059211393907,87.53,615,0.0811024660424634,87.53,615,0.0811024660424634
007874,95.84,442,0.058288276407754185,华宝科技ETF联接C,95.84,439,0.0578926546221812,95.84,439,0.0578926546221812,95.84,442,0.058288276407754185,95.84,442,0.058288276407754185
007876,3.81,5300,0.6989318211789529,国融融兴混合C,3.81,5298,0.6986680733219043,3.81,5298,0.6986680733219043,3.81,5300,0.6989318211789529,3.81,5300,0.6989318211789529
007878,0.52,6556,0.8645654754055123,惠升和风纯债C,0.52,6555,0.864433601476988,0.52,6555,0.864433601476988,0.52,6556,0.8645654754055123,0.52,6556,0.8645654754055123
007881,48.78,2211,0.2915732559672953,朱雀产业智选混合C,48.78,2209,0.2913095081102466,48.78,2209,0.2913095081102466,48.78,2211,0.2915732559672953,48.78,2211,0.2915732559672953
007882,47.37,2299,0.3031781616774364,易方达证券保险ETF联接C,47.37,2295,0.30265066596333906,47.37,2295,0.30265066596333906,47.37,2299,0.3031781616774364,47.37,2299,0.3031781616774364
007883,39.64,2892,0.3813794012923645,易方达医药ETF联接C,39.64,2891,0.38124752736384016,39.64,2891,0.38124752736384016,39.64,2892,0.3813794012923645,39.64,2892,0.3813794012923645
007886,55.64,1782,0.23499934063035738,国联中证500ETF联接C,55.64,1783,0.2351312145588817,55.64,1783,0.2351312145588817,55.64,1782,0.23499934063035738,55.64,1782,0.23499934063035738
007894,37.25,3081,0.406303573783463,平安估值精选混合C,37.25,3081,0.406303573783463,37.25,3081,0.406303573783463,37.25,3081,0.406303573783463,37.25,3081,0.406303573783463
007897,29.16,3574,0.47131742054595804,易方达优选多资产三个月持有混合(FOF)C,29.16,3575,0.4714492944744824,29.16,3575,0.4714492944744824,29.16,3574,0.47131742054595804,29.16,3574,0.47131742054595804
007902,1.09,6480,0.8545430568376632,汇添富中短债C,1.09,6479,0.8544111829091389,1.09,6479,0.8544111829091389,1.09,6480,0.8545430568376632,1.09,6480,0.8545430568376632
007907,1.91,5892,0.7770011868653567,富荣富开1-3年国开债纯债C,1.91,5890,0.776737439008308,1.91,5890,0.776737439008308,1.91,5892,0.7770011868653567,1.91,5892,0.7770011868653567
007911,4.68,5190,0.6844256890412765,大成有色金属期货ETF联接C,4.68,5190,0.6844256890412765,4.68,5190,0.6844256890412765,4.68,5190,0.6844256890412765,4.68,5190,0.6844256890412765
007916,1.58,6217,0.8198602136357642,财通资管鸿福短债C,1.58,6214,0.8194645918501913,1.58,6214,0.8194645918501913,1.58,6217,0.8198602136357642,1.58,6217,0.8198602136357642
007920,1.6,6200,0.8176183568508506,诺德短债C,1.6,6198,0.817354608993802,1.6,6198,0.817354608993802,1.6,6200,0.8176183568508506,1.6,6200,0.8176183568508506
007926,1.76,6059,0.7990241329289199,万家家享中短债C,1.75,6071,0.800606620071212,1.75,6071,0.800606620071212,1.76,6059,0.7990241329289199,1.76,6059,0.7990241329289199
007936,1.61,6191,0.8164314914941316,平安惠澜纯债C,1.61,6190,0.8162996175656073,1.61,6190,0.8162996175656073,1.61,6191,0.8164314914941316,1.61,6191,0.8164314914941316
007939,42.15,2698,0.3557958591586443,华夏网购精选混合C,42.15,2699,0.3559277330871687,42.15,2699,0.3559277330871687,42.15,2698,0.3557958591586443,42.15,2698,0.3557958591586443
007942,2.47,5546,0.7313728075959383,恒生前海恒扬纯债债券C,2.47,5545,0.7312409336674139,2.47,5545,0.7312409336674139,2.47,5546,0.7313728075959383,2.47,5546,0.7313728075959383
007945,74.53,970,0.12791771066860083,景顺长城改革机遇灵活配置C,74.53,968,0.12765396281155217,74.53,968,0.12765396281155217,74.53,970,0.12791771066860083,74.53,970,0.12791771066860083
007947,1.5,6301,0.830937623631808,大成中债1-3年国开债指数C,1.5,6300,0.8308057497032837,1.5,6300,0.8308057497032837,1.5,6301,0.830937623631808,1.5,6301,0.830937623631808
007950,78.94,830,0.10945536067519451,招商量化精选股票C,78.94,823,0.10853224317552419,78.94,823,0.10853224317552419,78.94,830,0.10945536067519451,78.94,830,0.10945536067519451
007951,10.09,4617,0.608861927996835,招商信用增强债券C,10.09,4617,0.608861927996835,10.09,4617,0.608861927996835,10.09,4617,0.608861927996835,10.09,4617,0.608861927996835
007956,1.05,6493,0.8562574179084795,鹏华稳利短债债券C,1.05,6493,0.8562574179084795,1.05,6493,0.8562574179084795,1.05,6493,0.8562574179084795,1.05,6493,0.8562574179084795
007960,29.29,3568,0.4705261769748121,方正富邦天恒混合C,29.23,3569,0.4706580509033364,29.23,3569,0.4706580509033364,29.29,3568,0.4705261769748121,29.29,3568,0.4705261769748121
007963,1.89,5919,0.7805617829355137,博时中债3-5政金融债指数C,1.89,5918,0.7804299090069893,1.89,5918,0.7804299090069893,1.89,5919,0.7805617829355137,1.89,5919,0.7805617829355137
007964,5.44,5105,0.6732164051167084,华宝宝康债券C,5.44,5104,0.6730845311881841,5.44,5104,0.6730845311881841,5.44,5105,0.6732164051167084,5.44,5105,0.6732164051167084
007966,42.22,2692,0.35500461558749835,民生加银品质消费股票C,42.22,2692,0.35500461558749835,42.22,2692,0.35500461558749835,42.22,2692,0.35500461558749835,42.22,2692,0.35500461558749835
007969,5.4,5108,0.6736120269022814,西部利得得尊纯债C,5.4,5107,0.6734801529737571,5.4,5107,0.6734801529737571,5.4,5108,0.6736120269022814,5.4,5108,0.6736120269022814
007972,1.53,6268,0.8265857839905051,华泰保兴恒利中短债C,1.53,6266,0.8263220361334565,1.53,6266,0.8263220361334565,1.53,6268,0.8265857839905051,1.53,6268,0.8265857839905051
007982,1.47,6321,0.8335751022022946,红塔红土瑞祥纯债C,1.47,6320,0.8334432282737703,1.47,6320,0.8334432282737703,1.47,6321,0.8335751022022946,1.47,6321,0.8335751022022946
007984,70.11,1128,0.1487537913754451,申万菱信中证研发创新100ETF联接C,70.11,1127,0.14862191744692074,70.11,1127,0.14862191744692074,70.11,1128,0.1487537913754451,70.11,1128,0.1487537913754451
007993,50.99,2087,0.27522088883027823,华夏中证全指证券公司ETF联接C,50.99,2084,0.2748252670447053,50.99,2084,0.2748252670447053,50.99,2087,0.27522088883027823,50.99,2087,0.27522088883027823
007995,54.97,1820,0.24001054991428195,华夏中证500指数增强C,54.97,1819,0.23987867598575763,54.97,1819,0.23987867598575763,54.97,1820,0.24001054991428195,54.97,1820,0.24001054991428195
007998,2.23,5660,0.746406435447712,易方达年年恒秋一年定开债C,2.23,5660,0.746406435447712,2.23,5660,0.746406435447712,2.23,5660,0.746406435447712,2.23,5660,0.746406435447712
